Year Built,Basement Area (sqft),Living Area (sqft),Total Room,Garage Cars,Yr Sold,SalePrice,Garage,Age (years)
1970,1442,1442,6,2,2009,185000,L,39
2009,1502,1502,7,2,2009,233170,L,0
2006,1638,1646,6,3,2007,248900,L,1
1940,940,1595,6,1,2006,140000,S,66
1978,945,1857,8,2,2006,188900,L,28
2006,2121,2121,8,3,2007,415298,L,1
1950,0,1040,4,2,2006,109900,L,56
1910,240,1306,6,2,2009,130000,L,99
1998,1044,1976,7,3,2006,286000,L,8
2006,1141,1151,5,2,2007,166000,L,1
1900,245,797,5,0,2009,44000,S,109
1954,0,1124,5,0,2006,93000,S,52
1955,960,960,5,1,2009,122000,S,54
1910,684,1368,7,1,2006,114504,S,96
2007,1350,1358,6,2,2008,217300,L,1
1974,1040,1309,5,2,2006,181000,L,32
1963,864,864,5,1,2008,119916,S,45
1957,1244,1244,6,1,2007,150000,S,50
2004,1158,1158,5,2,2006,158000,L,2
1945,770,1182,5,1,2006,120000,S,61
1949,0,1040,6,2,2009,90000,L,60
1958,0,943,5,1,2007,80000,S,49
1920,723,1086,5,2,2008,55000,L,88
2003,1603,1575,7,3,2008,284000,L,5
1982,845,845,6,1,2008,134500,S,26
1910,624,816,5,0,2009,58500,S,99
1918,1360,3112,8,2,2006,235000,L,88
1955,1216,1216,5,1,2007,129500,S,52
1915,810,1716,8,2,2008,162500,L,93
1923,858,892,5,0,2009,70000,S,86
2009,774,1968,8,3,2010,269500,L,1
1963,1040,1040,5,1,2010,133000,S,47
1975,924,924,5,1,2008,110000,S,33
1998,1054,1939,8,3,2006,227000,L,8
1915,1313,2377,8,2,2009,142900,L,94
1922,1022,1022,4,1,2007,89500,S,85
1941,704,1564,7,1,2009,174500,S,68
1920,530,1111,6,1,2007,101000,S,87
2006,1660,1660,8,2,2006,290000,L,0
1920,967,967,5,1,2007,99900,S,87
2000,953,1664,7,2,2006,172400,L,6
1936,560,1135,6,2,2009,155000,L,73
1993,1280,2495,9,2,2010,243500,L,17
1937,942,1938,7,1,2008,198000,S,71
1995,2109,2113,7,3,2008,350000,L,13
1971,630,1302,6,1,2009,112000,S,38
1957,922,922,5,1,2007,116000,S,50
1972,546,1092,5,1,2010,85500,S,38
1981,1422,1422,7,2,2008,175500,L,27
1973,1107,2090,7,2,2009,200000,L,36
1950,1208,1904,7,1,2009,138000,S,59
1960,1014,1149,7,1,2009,127000,S,49
2006,1528,3390,10,3,2006,545224,L,0
1938,827,1251,6,1,2010,119000,S,72
2003,868,1146,6,2,2007,187500,L,4
1948,0,2320,7,2,2006,169000,L,58
